token,frequency
Bəyəm,1
"qurmısan,",1
"eşitmirSən,",1
"içirtmiş,",1
"küncündə,",1
sərxoşcasına,1
düşmüşdür...,1
ağıllıya,1
"satma,",1
"inanmasan,",1
Şəhərin,1
vaizi,1
fürsətdə,1
tövbəsi,1
"bizdən,",1
Əvvəl-axır,1
Ərənlər,1
"nişandır,",1
"asidir,",1
gerçəklər,1
"nəfəsidir,",1
Pəs,1
Başındadır,1
ərənlər,1
Kəskindir,1
qıyar,1
Taclı,1
xana:,1
"alçalar,",1
utancar,1
hündür,1
şümşadın,1
düşmüş.,1
bağla,1
"tərə,",1
naləsindən,1
bəhrələnmək,1
istərsənsə.,1
dəyəridir,1
"Təbriz,",1
"Ciğatay,",1
Xocənd,1
ölkəsi.,1
ləvənd,1
"pəri-surət,",1
bəyənmir?,1
Təəccüb,1
"yeməksiz,",1
"yuxusuz,",1
"Heyran,",1
"çaşqın,",1
"valeh,",1
köməksiz.,1
yanğından,1
Səhənd,1
"ayıldım,",1
dizinə.,1
"Uçub-qaçandan,",1
"parça,",1
yuxusuz,1
"gözlərimi,",1
durmaz,1
qəmzələrdən,1
"dəmbədəm,",1
nərkislər!,1
Çıxmasa,1
"gəzməkdir,",1
Həsrətinin,1
səmalarını,1
geyindi!,1
bəndinə,1
neyləsin,1
biçarələr.,1
"Xanümanı,",1
avarələr.,1
Qəbrinə,1
nalələr.,1
"könlümdə,",1
badədir.,1
"gülşəndir,",1
Yanaqların,1
"şamdır,",1
dualar,1
qəsdin,1
canədir?,1
"xurşidvar,",1
təmi,1
çeşmeyi-heyvanədir.,1
istəsəm,1
"dərdü-ələm,",1
həmxanədir.,1
Bağça,1
güli-əhmər,1
"vəchinə,",1
lölöyi-həmra,1
üzülmüşdür,1
şanədir.,1
"gəzərəm,",1
nəsnədə,1
"nəzərim,",1
"sərimdən,",1
Artıb,1
"nurundan,",1
Niyazımız,1
cani-kərimdən:,1
qəndilindən,1
"dənəyi,",1
Endi,1
"binanı,",1
Cünbüşə,1
çərxini,1
"yüklətmə,",1
"qoxmaz,",1
Ucalarda,1
Xətayidir,1
cümlənin,1
Vəchində,1
gözəlliyindən,1
"sərgərdanam,",1
cahiləm,1
aşikarsan.,1
kasıb,1
bənzərsizin,1
"haradadır,",1
haradadır!,1
"mövcudatını,",1
"kürsi,",1
"cəhənnəm,",1
"cilalamaz,",1
möhrünü,1
əsasının,1
Məntiqin,1
yaranışının,1
həmdü-sənası,1
"Yanağın,",1
Ayağın,1
basdığı,1
"dilaram,",1
"Xızrəm,",1
"bitibdir,",1
"götürmə,",1
mahi-taban,1
Murad,1
məhri,1
İmarət,1
"oturmuş,",1
güldüyü,1
çalmış,1
"sibi-zənəxdanına,",1
həddim,1
dəndan,1
çevrəsində,1
zəngi,1
dərbən,1
Məcnuni-heyran,1
sübh-şam,1
dənəsindən,1
Gövhəri,1
"sərbəsər,",1
"Yeri-göyü,",1
ərşi-kürsü,1
səttar,1
Hüseynlə,1
dərimi,1
soydular,1
Mənsurun,1
donuna,1
"""ənəlhəq""",1
beytullah,1
gəzərək,1
dünyasından,1
"bilirdim,",1
Dəryanın,1
qızdıran,1
ənnar,1
bilmişəm,1
Dərvişlik,1
Arıların,1
"çiçəkdən,",1
Balı,1
əhlinin.,1
Qurtulasan,1
"mürəbbidən,",1
"Mürəbbidən,",1
müsahibdən,1
"dərdli-dərdli,",1
Ötər,1
"fəraqlı-fəraqlı,",1
"ayıq-ayıq,",1
Dəryalarda,1
"Qalx,",1
"qurşan,",1
dərvişliyə,1
nişan;,1
Övliyalardan,1
sevdanı,1
etdik;,1
zöhdü,1
"ayrılığıdır,",1
hay-küyü,1
çəkdik.,1
Pərdəsiz,1
Cənnətül-Məvanı,1
içəridə,1
pirim,1
taydaşı,1
"bilmişdik,",1
ədəbsiz;,1
Ümman,1
"daldıq,",1
keçdik.,1
Neçələr,1
kölgəsinə,1
Hümanı,1
tapdıq.,1
pirimin,1
İçmişəm,1
düşəm,1
dizinə,1
endi.,1
diləyirəm,1
"Uçan-qaçandan,",1
"Sərsəri,",1
"Aşiq,",1
Fırıldaqçı,1
oturmadan,1
"oturmaz,",1
"qatılmaz,",1
"satılmaz,",1
Gövhərindən,1
"seçər,",1
Neyləyərsən?,1
"Arısan,",1
"iyləyərsən,",1
"çini-çindir,",1
dəyərindədir.,1
nafesinin,1
rəngidir.,1
dövranından,1
"yalandırmı,",1
gerçəkdirmi?,1
şahbaz,1
"nisbətdədir,",1
hindli,1
gülçindir.,1
pəncəsindən,1
tarixdə,1
"mətbuatda,",1
xüsusilə,1
gərgin,1
müzakirələr,1
tarixinə,1
ixtisasca,1
"tarixçiyəm,",1
Səfəvilər,1
etməmişəm.,1
müdaxilə,1
çəkindim.,1
"Ümumiyyətlə,",1
mütəxəsisləri,1
Tarix,1
"tarixçilər,",1
ilahiyyatçılar,1
bilərlər.,1
adamlarının,1
müdaxiləsi,1
hallarda,1
diletantlıqdan,1
keçməyəcək.,1
mübahisələrə,1
qoşulur,1
verəcəyim,1
qüsurlara,1
əvvəlcədən,1
universitetlərin,1
hamısında,1
humanitar,1
fənləri,1
"birləşdiriblər,",1
filosof,1
mütəxəsislər,1
Kafedra,1
müdiri,1
filosofa,1
fənnindən,1
bilərsən?,1
kafedra,1
müdirinin,1
məsuliyyətsizliyi.,1
Filosof,1
müəllim,1
məsuliyyətsizlik,1
"hə,",1
dərsimi,1
rəqiblərimə,1
aid,1
yayılıb.,1
Televiziya,1
verilişlərinə,1
hardasa,1
müəllimi,1
işləyən,1
çağırırlar,1
tarixin,1
"olunacaq,",1
fikirləşmədən,1
fikirləşmir,1
sahəm,1
axı.,1
"mühəndis,",1
filoloq,1
tarixlə,1
itirildiyi,1
Məsuliyyət,1
itirilməsi,1
fəlakətdir.,1
düşdüyümə,1
ölkələrdə,1
vermir.,1
mübahisələrin,1
qütbündə,1
dayanır.,1
"qütbü,",1
"Məmmədov,",1
Dilavər,1
"Əzimli,",1
Elməddin,1
Behbud,1
digərlərinin,1
qütbü,1
bəylə,1
uzunmüddətli,1
dostluğumuz,1
mövzularda,1
mübahisələrimiz,1
"yanaşıram,",1
fikirlərinin,1
hissəsi,1
razılaşmıram.,1
"yanaşılmalıdır,",1
təhqirə,1
keçilməməlidir.,1
"Təhqir,",1
qışqırıq,1
arqumentsizlik,1
“Arqumentlər,1
qurtaranda,1
yumruqlar,1
düşür”.,1
hazırda,1
“Azərbaycanda,1
kimliyi,1
problemi”,1
sanballı,1
monoqrafiyadır.,1
tədqiqatın,1
alimlərimizə,1
əsərlərini,1
yazarkən,1
əziyyətli,1
yanaşma,1
arzulayardım.,1
tanışlarımdan,1
“mən,1
arxivə,1
"girirəm,",1
arxivdən,1
kitabla,1
çıxıram”.,1
arxivdə,1
"birləşdirirəm,",1
oxuduğum,1
zəhmətin,1
"nəticəsidir,",1
"oxuyuram,",1
aydır,1
gəlməyən,1
kitablarını,1
“Düma,1
Coys,1
arasında”,1
"kosmopolitliyi,",1
"multikulturalizmi,",1
mühacirətdə,1
oxşarlıq,1
üçündə,1
"Azərbaycana,",1
azərbaycanlılara,1
"antipatiya,",1
"özgəlik,",1
“düşmənçilik”,1
F.,1
Dostoyevski,1
“İdiot”,1
əsərində,1
qəhrəmanının,1
təxminən,1
liberalını,1
"sevmirəm,",1
sevmirəm,1
"Rusiyaya,",1
rusa,1
analarına,1
Cabbarlının,1
“Sevil”indəki,1
Balaşı,1
Fransaya,1
kişisinin,1
ironik,1
yazmışdı:,1
kişisi,1
həyətdən,1
yaxınlaşanda,1
bərkdən,1
öskürür,1
"içəridəkilər,",1
ailə,1
yığışdırsınlar.,1
M.,1
obyektinə,1
"atasına,",1
babasına,1
gülür.,1
mentaliteti,1
alınır.,1
Oxşar,1
Abdullaya,1
xasdır.,1
yolundadır.,1
“Birun-Əndərun”,1
tezisləri,1
Umberto,1
"dostluğunu,",1
diqqətə,1
"çatdırır,",1
Ekoya,1
taksi,1
sürücüsünün,1
"istəmədiyini,",1
göstəricisi,1
vurğulayır.,1
“Türkiyənin,1
Eko”su,1
Pamuku,1
sevirlərmi?,1
İnanmıram.,1
sevmirlər,1
"ingilisin,",1
"fransızın,",1
italyanın,1
"millətini,",1
dəyərlərini,1
sevməyən,1
Pamuk,1
hökmdarlarını,1
“homoseksualist”,1
"çıxarır,",1
Aysey,1
Əlizadə,1
“istəndiyi,1
ərdən,1
qızları”na,1
"Təşkilatına,",1
Akif,1
Nağıya,1
"yağdırır,",1
Zaurla,1
Artuşun,1
“ülvi,1
məhəbbəti”ndən,1
yazır.,1
ekskursu,1
azlıqda,1
adamlar,1
ümumi,1
tuturlar.,1
ayrı-ayrı,1
adamlara,1
genişlənməkdə,1
cərəyana,1
qarşıyam,1
"kimliyi,",1
dəyərləri,1
sonlarına,1
Frensis,1
Fukuyama,1
“tarixin,1
sonu”,1
tezisini,1
sürdü.,1
tezislə,1
liberalizmin,1
"təntənəsi,",1
"qələbəsi,",1
rəqibsiz,1
hökmranlığı,1
fikirlərini,1
Samuel,1
Hanqtinqton,1
etdirərək,1
“Sivilizasiyaların,1
toqquşması”,1
ideyasını,1
dediklərini,1
liberal,1
dəyərlər,1
sürətlə,1
"millətçilik,",1
şovinizm,1
vüsət,1
seçkilərdə,1
partiyalar,1
üstünlük,1
qazanırlar.,1
"Demokratiya,",1
liberalizm,1
Belçikada,1
flamandlarla,1
valonların,1
münaqişəsi,1
bitmək,1
bilmir.,1
proseslər,1
guşəsində,1
"mövzudur,",1
dayanmaq,1
"Sadəcə,",1
ailəsinə,1
"liberalizmi,",1
“izmi”,1
Bunları,1
dostlarımın,1
hallanan,1
Mustafaya,1
konkret,1
şeyləri,1
"Birincisi,",1
dostlarımızdandır.,1
partiyasını,1
platformada,1
"yaratmışdı,",1
qurultay,1
qaydada,1
burdan,1
millətçiliyə,1
qayıtsın.,1
itkisi,1
barışmalıdır.,1
şüuraltında,1
itki,1
razılaşdığını,1
bildirirdi.,1
qoyur,1
hökmən,1
"qaytarmalıyıq,",1
müharibə,1
bəyi,1
incitmək,1
fikirlərin,1
dəyişkənliyini,1
normal,1
Normal,1
axtarışda,1
"sürə,",1
mövqeyində,1
dəyişikliklər,1
"İkincisi,",1
"alıblar,",1
şəxsiyyətə,1
iradları,1
"qəddar,",1
adamyeyən,1
mənbəyə,1
əsaslanan,1
Tək-tək,1
qərəzli,1
mənbələrdən,1
götürdükləri,1
ağlasığmaz,1
ümumiləşdirməyə,1
prinsipini,1
unudurlar,1
“fakt”,1
mənbədə,1
tapdıqdan,1
“fakta”,1
çevrilə,1
tarixçilər,1
prinsipi,1
götürüblər.,1
olmadığı,1
deyirəm,1
baza,1
təhsili,1
yazmalıdır.,1
Sumqayıt,1
hadisələrinə,1
dair,1
ermənilərin,1
yaydıqları,1
“faktları”,1
diqqətinizə,1
çatdırıram.,1
Azərbaycanlılar,1
erməniləri,1
diri-diri,1
ətlərindən,1
Təsəvvür,1
yazılar,1
hansısa,1
tədqiqatçının,1
başlayır.,1
kiminsə,1
yazdığı,1
faktı,1
şeydir.,1
"Rəsulzadəyə,",1
Ağaoğluna,1
istinad,1
yetərincə,1
"İsmayılla,",1
sistematik,1
gəlməmişəm.,1
tədqiqatçıları,1
Şirməmməd,1
Nəsiman,1
Yaqublu,1
bildirərlərsə,1
Ağaoğlunun,1
mərhum,1
professor,1
Şahnəzər,1
Quliyevin,1
tədqiqatları,1
söyləyə,1
məsələni,1
“Əsrimizin,1
Səyavuşu”,1
əsərinin,1
İran-Azərbaycan,1
məkanında,1
fars-türk,1
başlanğıclarının,1
ideyası,1
"razılaşdı,",1
fikrinin,1
Rəsulzadəyə,1
"inanırsa,",1
fikirlərindən,1
maraqlıdır,1
böyüklüyünü,1
əhəmiyyətsiz,1
detallarda,1
ilişib,1
qalır.,1
şəxsiyyətlərdən,1
biridir.,1
"şəxsiyyətlərinin,",1
"adamlarının,",1
tarixçilərinin,1
Onlardan,1
sitatlarla,1
ağırlaşdırmaq,1
reallığı,1
tarixinin,1
Makedoniyalı,1
Qay,1
Yuli,1
"Sezar,",1
"Atilla,",1
Çingiz,1
Əmir,1
"Teymur,",1
Mehmet,1
"Fateh,",1
Napoleon,1
nəhəngləri,1
sırada,1
oluna,1
milyon,1
kv,1
kilometr,1
"imperiya,",1
"quruluşu,",1
idarəetmə,1
forması,1
Yaratdığı,1
orduda,1
səviyyəyə,1
"qaldırıb,",1
statusu,1
Osmanlı,1
sarayında,1
əsasən,1
Rəsulzadə,1
yuxarıdakı,1
tezisi,1
əsaslandıranda,1
fakta,1
əsaslanırdı.,1
dilləri,1
Səfəvi,1
"edilirdi,",1
ənənəyə,1
qalmışdı.,1
Müasirləri,1
yazırdılar,1
türkcənin,1
çağatay,1
ləhcəsində,1
sevirdi.,1
Qacarların,1
sarayda,1
olunurdu.,1
İranda,1
"fars,",1
"Üçüncüsü,",1
"parçalamaqda,",1
məzhəbçilikdə,1
çıxış,1
İŞİD-çilər,1
bəsləyirlər.,1
müqayisəmdə,1
axtarmasın.,1
nifrətini,1
anlamıram.,1
Şiəliyə,1
toplam,1
milyonluq,1
"İranda,",1
Azərbaycanda,1
yerlərdə,1
əksəriyyətinin,1
şiələrdən,1
soydaşlarımız,1
unudulmamalıdır.,1
"azərbaycanlıya,",1
türkünə,1
Dostoyevskinin,1
dediyi,1
"desək,",1
"qapılaraq,",1
dövrlərdə,1
dinlərlə,1
fikirlər,1
səsləndirənlər,1
öldürən,1
filosof”,1
qazanmışdı.,1
Lev,1
Tolstoy,1
xristian,1
qovulmuşdu.,1
Den,1
Braun,1
qazıb,1
dağıtmağa,1
çalışır.,1
Özümüzün,1
M.F.,1
Axundovumuz,1
Başqalarını,1
demirəm.,1
"dözümlü,",1
yanaşırıq.,1
şiə,1
yüksəlişində,1
rolu,1
qayıdırıq.,1
məsələdə,1
düzgündür?,1
xristianlıqda,1
müharibələrdən,1
münaqişə,1
səbəblərdən,1
gəlirdi.,1
İngiltərədə,1
anqlikan,1
kilsəsinin,1
yarandığını,1
bilirsiniz.,1
Kral,1
VIII,1
Henrix,1
evlənmək,1
"istəyirdi,",1
Roma,1
papası,1
ikiarvadlılığa,1
vermirdi.,1
kral,1
XVI,1
30-cu,1
illərində,1
Papadan,1
ayrılıb,1
kilsələrini,1
yaratdığını,1
istədiyim,1
təbii,1
"prosesdir,",1
Dözümlülük,1
"etdirmək,",1
Şiəliyi,1
"yaratmayıb,",1
şiəlik,1
qaldırılıb.,1
islamın,1
mövcuddur.,1
monolitliyi,1
seçilən,1
lazımi,1
əksəriyyət,1
12-ni,1
8-ni,1
4-nü,1
Şiəliyin,1
zərəri,1
vəhabi-sələfilər,1
siyasətə,1
"qarışmasalar,",1
"etməsələr,",1
partlayışlar,1
"törətməsələr,",1
başqalarına,1
"qoymasalar,",1
"yaşasınlar,",1
Diqqəti,1
məzhəb,1
fərqlərinə,1
cəmləmək,1
cəhətlərə,1
yönəltməliyik.,1
Məzhəbindən,1
"olmayaraq,",1
Rəsuluna,1
"inanır,",1
"şiəliyə,",1
"İsmayıla,",1
İrana,1
barışmaz,1
mövqedə,1
nədənsə,1
"İŞİD-ə,",1
"sələfi-vəhabilərə,",1
Səudiyyə,1
Ərəbistanına,1
loyal,1
sərgiləyir.,1
şiəliyi,1
yüksəltməklə,1
problemə,1
"çevirmək,",1
məqsədəuyğun,1
əvvəldən,1
xəlifələr,1
tərəfdarlarını,1
cəmləmişdi.,1
“Nəhcül,1
Bəlağə”də,1
“şiələrim”,1
ifadəsini,1
işlədir.,1
nəticələri,1
ölçülür.,1
əsaslanaraq,1
imperiya,1
əhəmiyyətsizdir.,1
cəhətlərini,1
birliyə,1
vəhdətə,1
çalışmalıdır.,1
"getmirsə,",1
islama,1
"parçalanmaya,",1
"dinlərarası,",1
"millətlərarası,",1
irqlərarası,1
"tolerantlıqdan,",1
dözümlülükdən,1
"ediriksə,",1
dinimiz,1
olmalıyıq.,1
"Beləliklə,",1
tərəddüdlərdən,1
Əvvəldə,1
qüsurlarıma,1
Yazımı,1
ritorik,1
müraciətlə,1
bitirirəm:,1
Herostrat,1
öldürürdü”,1
fövqəlbəşər,1
"yaratsın,",1
dostlarımız,1
"İsmayılı,",1
"Səfəviliyi,",1
"Şiəliyi,",1
"Azərbaycanı,",1
gücləri,1
yaralamaqla,1
istəyirlər?!,1
yazdım,1
Ərzi-halımı,1
"Şərmisaram,",1
"günahkaram,",1
"Kərim,",1
günahlarımı,1
"ehsanım,",1
əlimdir,1
"ətəyiniz,",1
"Əliyyül-Mürtəza,",1
ətridir,1
"dərmanım,",1
Açılar,1
"qapı,",1
"dərbanım,",1
günahını,1
Mərdlərin,1
"şiri,",1
"sirrim,",1
ölməz,1
"(Allah),",1
həyat.,1
Əbədidir,1
Varlıq,1
qeyri-mümkünlər,1
mümkünlər.,1
"ölülərə,",1
Möcüzəmi,1
diriltmələr?,1
şahmatında,1
oynadan,1
Təqdirin,1
piyadası,1
bərat,1
vermişəm.,1
Çatmaz,1
zikrullahın,1
mahiyyətinə.,1
"sərxoşuyam,",1
Məst-i,1
layəqəl,1
Soruşdular,1
dedim;,1
Haqqına,1
Didara,1
didar-məst.,1
qamışdan,1
göbəyindən,1
nafeyi-tatar,1
əxlaq,1
dəstarı,1
"görməyi,",1
alihümmət,1
talibi-didar,1
Ərənlərin,1
"ərkanına,",1
mürşidimi,1
"tələbim,",1
qorxmam,1
"ölümdən,",1
övliyanın,1
Yezid,1
xarici,1
didardan,1
Qəlbinə,1
"uyduysan,",1
"yaxın,",1
İnsana,1
"xərcləyim,",1
sürə-sürə,1
Mürvət,1
çöhrən,1
xoşboy,1
"oxdur,",1
əcəbmi?,1
"Mələklərin,",1
"gözəldirsə,",1
mütrib,1
"oxusa,",1
"cəngə,",1
"hurisidir,",1
Otağı,1
Cənnətül-məvaya,1
Adam,1
"şiridir,",1
Zülfüqar,1
"Əliyə,",1
Qənbər,1
doğradı,1
"cəhli,",1
Xəmirtək,1
Xeybər,1
imanımı,1
"Pirimiz,",1
"mürşidimiz,",1
xanımızdır.,1
gətirdik,1
Həsədçiyə,1
yalançıya,1
mərg,1
girdik,1
"Hüseyniyik,",1
qullarıyıq,1
"sadiqanə,",1
"Şəhidlik,",1
nişanımızdır.,1
Yolumuz,1
incədən,1
"qoyaq,",1
ərkanımızdır.,1
"məvaliyəm,",1
düşmanımızdır.,1
"salırsan,",1
"bəzəyinə,",1
ərazisini,1
"çəkdirə-çəkdirə,",1
"döndəribsən,",1
"çəkilir,",1
baxmaqdan,1
ayaqla,1
"budar,",1
mətlubuma,1
öpüşü,1
qılasan.,1
"həmdəmimsən,",1
"həmdəmisən,",1
"Danışma,",1
geyinmisən,1
qıyqacı,1
alırsan.,1
"üzmə,",1
"kəlbənəm,",1
bağ.,1
gəzib-dolaş,1
alı,1
doğra,1
alınmışısan.,1
"qapındadır,",1
sev,1
"demişəm,",1
"Heydərin,",1
yetiş,1
Əlisən.,1
ayrılmışıq,1
"Gördük,",1
"tanışmadıq,",1
gizli-gizli,1
"dərdimiz,",1
Qərib-qərib,1
durduq,1
biganələr,1
Soyuq-soyuq,1
Dönmədik,1
"yanmadıq,",1
"qalmadıq,",1
canımıza,1
"salmadıq,",1
"almadıq,",1
"barışmadıq,",1
aşnalığı,1
Cüda,1
"düşdük,",1
dözdük.,1
Aralıqdan,1
"ürkütdük,",1
Bir-birilə,1
iqrarsız,1
Bada,1
Görüşüb,1
eyləmədik,1
Qucaqlaşıb,1
"sarılmadıq,",1
"şöləsini,",1
Əridi,1
"yağ,",1
"həsrətini,",1
Gözəlliyindən,1
"götürsən,",1
"laləsən,",1
seyrangahın,1
damağımı,1
çağ,1
Bəlalardan,1
"düşməsin,",1
"ölsə,",1
"Qasid,",1
Zalımın,1
torundan,1
tülək,1
tərlanım,1
doymur,1
"qamətindən,",1
"boyundan,",1
"görməyəndə,",1
Ağlasan,1
gülsən,1
"gülərəm,",1
"nəsrindək,",1
gülbün,1
girməz,1
gülüzara,1
xəyalə.,1
gərdəni,1
"mina,",1
ləhcəsi,1
şirinkara,1
buxağı,1
"turunc,",1
"cəvahir,",1
"dəndan,",1
zülfüqara,1
güləndə,1
tovus,1
"çıxan,",1
xoşgöftara,1
ev-eşiyim,1
din-imanım,1
"viranə,",1
yerişinə,1
dəli-divanə,1
"xəncərli,",1
"yeməli,",1
"kəlağaylı,",1
meydanım,1
"Mehrabım,",1
"minbərim,",1
"Əqlim,",1
"huşum,",1
"Elim,",1
"obam,",1
"Züleyxam,",1
"yanaqlım,",1
"saçlım,",1
"xasiyyətlim,",1
Büllur,1
"zəriflim,",1
sənubər,1
"Hurim,",1
qılmanım,1
"diləkli,",1
"qollu,",1
"əlli,",1
"biləkli,",1
Kəklik,1
Libası,1
əlvanım,1
saatımız,1
səbrimiz,1
taqətimiz.,1
qiyamətimiz;,1
Gəlmədi,1
Ruzigara,1
Ədalətli,1
"hökmlü,",1
qəhhar,1
"çıraq,",1
iqbalını,1
gündüzdəki,1
idbara,1
tacdan,1
ayrılınca,1
Təpiklərdə,1
tapdalanan,1
sərdarın,1
cəzalandırmağı,1
Məzlumu,1
zalımdan,1
qoruyan,1
Qəffara,1
dəmirçini,1
əndişədən,1
"qurtaranı,",1
mismara,1
çevrilən,1
əşyaya,1
içənə,1
tutduqca,1
"qıza,",1
"oğula,",1
yum,1
pisinə,1
çevir,1
"Əhli-əbaya,",1
Müxtar,1
Əhmədə,1
gülgəz,1
"endamlı,",1
nəsrincə,1
buxaqlı.,1
qırğı,1
"başlı,",1
"kəlməli,",1
qaymaq,1
"buğdayıdır,",1
"şəkilli,",1
"qılıqlı,",1
"misilli,",1
budaqlı.,1
"örtüklü,",1
"kirpikli,",1
"sümüklü,",1
qabaqlı.,1
yetirərsiniz,1
Ağlayıb,1
götürərsiniz,1
itirərsiniz,1
gəzərsiniz,1
çıraqlı.,1
Gözdə,1
"cadugərlik,",1
xalda,1
"fitnəlik,",1
"dolaşıqlığı,",1
edərəkən,1
Bilməzəm,1
"günahım,",1
qəsdimə,1
cəlladın.,1
"gərdəndir,",1
kölgəli,1
"sinə,",1
"sinənə,",1
Sığındım,1
"kölgəsinə,",1
"qibləgahım,",1
zülmün.,1
Dişini,1
Açılsın,1
"bənövşə,",1
sirişkimdən,1
Dilər,1
qəddin.,1
Görmədim,1
Səg,1
bədən!,1
bərginə,1
lalərəng,1
cihadın,1
Muradını,1
"Vaqifin,",1
"Mehmanımsan,",1
ləşkərim,1
yetişsin,1
"külahım,",1
Yayılsın,1
adın.,1
yanaqlı,1
"yay,",1
türkanə,1
döyüşkənliyi,1
gedəndə,1
dalğalanır,1
kəlağayı,1
"ucları,",1
"qanadlarını,",1
Mədinənin,1
"(küçəsi),",1
"minbəri,",1
Həcər,1
tərzindəki,1
əsib,1
"arabir,",1
Şöləsindən,1
utancaq,1
"Boynu,",1
hınadan,1
qabağımdan,1
Başdan-ayağa,1
ayağımdan,1
dəyir,1
ah-fəryadımdan,1
Kəsmə,1
"cingiltisini,",1
qulağımdan,1
gülüşünə,1
ahəngi,1
əzbərim,1
"adıdır,",1
ağacıdır.,1
cəlladıdır.,1
"övladıdır,",1
"Deməyin,",1
azıb,1
qeyri-müsəlmanı,1
kiprik,1
tavanından,1
"yanıqlıdır,",1
Əvvəlkindən,1
dolsunmu?,1
möhnətdə,1
getsinmi?,1
Axıb,1
çəkdirdiyin,1
dağlarla,1
gedimmi?,1
"Gəlirsənmi,",1
düşsünmü?,1
Pərişanlıqda,1
öldüm,1
verərsənmi?,1
göstərib,1
Saralıb,1
ah-vaya,1
susuzluqla,1
"örtüklə,",1
"Gülşəndə,",1
qarşı.,1
bədi,1
rövnəqlə.,1
"vəsmə,",1
afəti-dövran,1
qatildir.,1
"müşkü,",1
"qoxusudur,",1
Səndəl,1
qarətçi.,1
"əcaib,",1
Kişilər,1
"görüldükdə,",1
"Rəbbi,",1
"gedəydi,",1
"təlxməzacam,",1
mübahət,1
qılaydı.,1
əsən,1
"yelləri,",1
düşdümü,1
"şamamədən,",1
dəymişmi,1
tağına?,1
gül-şanə,1
"Vərqa,",1
Gülşa,1
qoynu,1
söylənsin,1
"ölsün,",1
ikimiz,1
olaq,1
"nurdur,",1
yaşü,1
"gizlənir,",1
Salır,1
Yardan,1
Qoymuşam,1
itəndən,1
"boyunlu,",1
"ləbləri,",1
dönməz,1
"kimə,",1
Ünüm,1
"ərşi-əlaya,",1
kababa,1
şəhri,1
yıxılıb,1
xəraba,1
Didarın,1
"cənnətül-məvadır,",1
"cəmalını,",1
"qaşlarını,",1
"saçını,",1
Yetərdi,1
"dərmana,",1
Peyvəstə,1
qurulsun,1
"nihanı,",1
"yamanı,",1
"Vaqifi-şeydayə,",1
nazlana-nazlana,1
damır,1
dodaqlarından.,1
Çənəsinin,1
yanaqlarından.,1
ceyranlara,1
köklərindən.,1
sinən,1
əndamın,1
"Qolların,",1
"topuqların,",1
boğazından.,1
"gülüncü,",1
Libasın,1
"əlvandır,",1
çarqatın,1
Saçaqlar,1
kənarlarından.,1
biləydi,1
edəydi,1
Addım,1
gələydi,1
ayaqlarından.,1
Bəhanə,1
yadlara,1
qıyan,1
dikim,1
"Danışasan,",1
asım,1
baxım,1
doyan,1
götürmərəm,1
qaçırsan,1
deyiləm?!.,1
gəlirsiniz?,1
versəniz,1
"müştaqdır,",1
gözləyə-gözləyə,1
Asta,1
"çalın,",1
düzə,1
"salarsınız,",1
"fərağındayam,",1
"çırağındayam,",1
gözlünün,1
"sorağındayam,",1
"Görünürmü,",1
baxın,1
"sürməsini,",1
Bədnəzər,1
"verməsin,",1
Saqın,1
"gəzin,",1
"görməsin,",1
səfnizi,1
Nazənin-nazənin,1
avaz,1
"edərsiniz,",1
"təzələnir,",1
"duyar,",1
"parıltılı,",1
tüstüsünü,1
qıvrılır,1
Ağzımdan,1
qığılcımları,1
Barıtın,1
"ətrilə,",1
ovsunlayan,1
Beynimi,1
ətirləndirmədi,1
xanına,1
"bildirdim,",1
Vədəyə,1
"inandım,",1
gözlədim,1
"Gəlmədi,",1
yollarda,1
Ah-naləmdən,1
lərzəyə,1
bəylərbəyi,1
"düşmür,",1
qıtlığa,1
Allahu,1
"Əkbər,",1
tüfəng?,1
Zatən,1
sursat,1
kəsilib,1
səbrim-qərarım,1
Yuxu,1
azarım,1
Asimanə,1
dayanır,1
Sübhəcən,1
"gülüzarım,",1
Müştağam,1
"qamətinə,",1
"gərdəninə,",1
"qollarına,",1
"Qaşına,",1
"alnına,",1
"xallarına,",1
"Zülfünə,",1
"buxağına,",1
"yanağına,",1
"əllərinə,",1
"sərvəri,",1
"yollarına,",1
Həsrətinlə,1
bari,1
"həyəcanından,",1
neyləyim,1
artıb,1
"dönəm,",1
kilsə,1
dərd-möhnətlər,1
hekayətlərdir,1
qopmuş,1
dəymiş,1
afətlər,1
dad-fəryad,1
qəziyyə,1
"sevindirdi,",1
güzar,1
"eləcə,",1
peşman-peşman,1
yaşmağını,1
"divara,",1
"ləzzət,",1
Boldur,1
qəlyan,1
Keçmə,1
qoxar,1
bucağından.,1
guşədir,1
Açılıbdır,1
güli-əlvan,1
"yaşınsa,",1
Gəldiyimiz,1
seyrindən,1
"açılıb,",1
qurmağın,1
əlaqə,1
yeniləməyin,1
fəslinin,1
bitməsindən,1
çarəsinin,1
seyrinin,1
Aşiqü,1
səmimiyyətin,1
söhbətləşməyin,1
candan-başdan,1
"qılmışam,",1
ciyərdən,1
keçmişəm.,1
Pərvanələr,1
"yanmışam,",1
qanadü,1
tüklərdən,1
"zülfündən,",1
Lalədən,1
yarpağından,1
xeyirdən-şərdən,1
olanlardan,1
"unutmuşam,",1
baldan-şəkərdən,1
"Dilsiz-cansız,",1
